token	lemma	pos	morphosyntactic_features	author	text_id	title	line_number
tuis	tuus	ADJ	{Case: [dative], Gender: [masculine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
Acta	Ago	PROPN	{Case: [genitive], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
mihi	ego	PRON	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
te	tu	PRON	{Case: [ablative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
cum	cum	ADP	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
nitidae	nitidus	NOUN	{Case: [nominative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
pars	pars	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
magna	magnus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
juventae	juventus	ADJ	{Case: [genitive], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	5
Mille	Mille	NUM	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
recognoscit	recognosco	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
seria	seria	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
mille	mille	NUM	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
jocos	jocus	NOUN	{Case: [accusative], Gender: [masculine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	6
Recta	Rego	ADP	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
fides	fides	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
aequas	aequus	ADJ	{Case: [accusative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
tenuit	teneo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
sine	sine	ADP	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
crimine	crimen	NOUN	{Case: [ablative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
leges	lex	NOUN	{Case: [nominative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	7
Nec	nec	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
minuit	minuo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
gratas	gratus	ADJ	{Case: [accusative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
ulla	ullus	DET	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
querela	querela	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
vias	uia	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	8
Nunc	nunc	ADV	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
animo	animus	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
repetenti	repeto	VERB	{Case: [dative], Gender: [masculine], Number: [singular], Tense: [present], VerbForm: [participle], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
eadem	idem	DET	{Case: [ablative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
se	se	PRON	{Case: [accusative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
magna	magnus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
voluptas	uoluptas	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	9
Ingerit	Ingerit	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
et	et	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
rursum	rursus	ADV	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
gratia	gratia	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
densa	densus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
subit	subeo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	10
Jure	Jus	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
tuus	tuus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
possit	possum	VERB	{Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
thalamus	thalo	VERB	{Mood: [indicative], Number: [plural], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
meliore	bonus	ADJ	{Case: [accusative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
sonari	sono	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [passive]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	11
Carmine	Carmen	PROPN	{Case: [ablative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
cui	qui	PRON	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
roseas	roseo	VERB	{Mood: [subjunctive], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
fert	fero	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
Venus	Uenus	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
ipsa	ipse	DET	{Case: [accusative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
faces	fax	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
;	;	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	12
Sed	sed	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
ligat	ligo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
insolito	insolitus	ADJ	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
mihi	ego	PRON	{Case: [dative], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
pectora	pectus	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
frigore	frigus	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
torpor	torpor	NOUN	{Case: [genitive], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	13
Segnis	Segnis	PROPN	{Case: [ablative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
et	et	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
in	in	ADP	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
toto	totus	ADJ	{Case: [ablative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
corpore	corpus	NOUN	{Case: [ablative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
sensus	sensus	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
hebet	hebeo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	14
Lassa	Lassa	PROPN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
valetudo	ualetudo	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
tibi	tu	PRON	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
se	se	PRON	{Case: [accusative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
commendat	commendo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
amici	amicus	NOUN	{Case: [genitive], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
;	;	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	15
Tu	tu	PRON	{Case: [nominative], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
mihi	ego	PRON	{Case: [dative], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
me	ego	PRON	{Case: [accusative], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
Musis	Musa	PROPN	{Case: [ablative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
tu	tu	PRON	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
quoque	quoque	ADV	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
redde	reddo	VERB	{Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
meis	meus	ADJ	{Case: [dative], Gender: [masculine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	16
Cum	cum	SCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
dederis	do	VERB	{Mood: [indicative], Number: [singular], Person: [second], Tense: [future], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
sponsae	sponsa	NOUN	{Case: [genitive], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
sua	suus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
tempora	tempus	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
scribe	scribo	VERB	{Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
sodali	sodalis	ADJ	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	17
Quid	quis	PRON	{Case: [accusative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
lapsas	lapsus	VERB	{Case: [accusative], Gender: [feminine], Number: [plural], VerbForm: [participle], Voice: [passive]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
vires	uis	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
restituisse	restitueo	VERB	{VerbForm: [infinitive, infinitive], Tense: [past], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
queat	queo	VERB	{Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
;	;	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	18
Sic	sic	ADV	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
neque	neque	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
quod	qui	SCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
doleat	doleo	VERB	{Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
conjux	conjux	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
neque	neque	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
amicus	amicus	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
habebit	habeo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	19
Laudabit	Laudo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
que	que	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
fidem	fides	NOUN	{Case: [accusative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
laetus	laetus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
uterque	uterque	DET	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
tuam	tuus	ADJ	{Case: [accusative], Gender: [feminine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
.	.	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	20
Ergo	ergo	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
tuum	tuus	ADJ	{Case: [nominative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
sine	sine	ADP	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
me	ego	PRON	{Case: [ablative], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
ducetur	duco	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
funus	funus	NOUN	{Case: [nominative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
ISERI	ISERI	PROPN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
?	?	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	1
Officium	Officium	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
que	que	PRON	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
pium	pius	ADJ	{Case: [nominative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
sors	sors	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
mihi	ego	PRON	{Case: [dative], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
saeva	saeuus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
negat	nego	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
?	?	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	2
Me	Me	PRON	{Case: [accusative], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
sine	sine	ADP	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
tam	tam	ADV	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
charis	char	ADJ	{Case: [ablative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
complebitur	compleo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
ossibus	os	NOUN	{Case: [ablative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
urna	urna	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
?	?	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	3
Ultima	ultimus	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
nec	nec	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
cineri	cineo	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [passive]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
munera	munus	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
ferre	fero	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
licet	licet	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
?	?	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	4
Ast	ast	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
absens	absens	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
lacrymas	lacrymas	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
et	et	CCONJ	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
carmen	carmen	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
flebile	flebilis	ADJ	{Case: [nominative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
fundo	fundus	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	5
Quale	Quale	DET	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
dolor	dolor	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
dictat	dicto	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
,	,	PUNCT	{}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
quale	qualis	DET	{Case: [accusative], Gender: [neuter], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
ministrat	ministro	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
amor	amor	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lager	lager_1	In Obitum Johannis Iser, Praepositi et Pastoris in Fryksdahlen Vermelandiae (1689)	6
